Index,Timestamp,Symbol,Action,LotID,Amount,Quantity,LimitPrice,TakeProfit,StopLoss,Ready
243,2023-05-26 09:16,LABU,TRADE,,"$100,000",,6.1,6.4,6.0,YES
244,2023-05-30 09:11,QQQ,TRADE,,"$100,000",,352.6,355.8,351.0,YES
245,2023-05-30 09:11,TQQQ,TRADE,,"$100,000",,36.2,37.0,35.8,YES
246,2023-05-30 09:11,SPY,TRADE,,"$100,000",,422.0,423.9,420.0,YES
247,2023-05-30 09:11,LABU,TRADE,,"$100,000",,6.15,6.43,6.0,YES
248,2023-05-31 09:23,QQQ,TRADE,,"$100,000",,347.8,350.3,345.0,YES
249,2023-05-31 09:23,TQQQ,TRADE,,"$100,000",,34.7,35.4,34.0,YES
250,2023-05-31 09:23,SPY,TRADE,,"$100,000",,417.0,420.0,416.0,YES
251,2023-05-31 09:23,LABU,TRADE,,"$100,000",,6.0,6.3,5.9,YES
252,2023-06-01 09:15,QQQ,TRADE,,"$100,000",,346.0,348.3,343.7,YES
253,2023-06-01 09:15,TQQQ,TRADE,,"$100,000",,34.3,35.0,33.4,YES
254,2023-06-01 09:15,SPY,TRADE,,"$100,000",,417.0,418.2,415.2,YES
255,2023-06-01 09:15,SOXL,TRADE,,"$100,000",,21.0,21.7,20.0,YES
256,2023-06-01 09:15,LABU,TRADE,,"$100,000",,6.04,6.4,6.0,YES
257,2023-06-02 09:12,QQQ,TRADE,,"$100,000",,352.8,354.2,350.0,YES
258,2023-06-02 09:12,TQQQ,TRADE,,"$100,000",,36.2,36.7,35.8,YES
259,2023-06-02 09:12,SPY,TRADE,,"$100,000",,422.0,424.7,420.0,YES
260,2023-06-02 09:12,LABU,TRADE,,"$100,000",,6.4,6.7,6.2,YES
261,2023-06-02 09:12,TSLA,TRADE,,"$100,000",,204.8,209.7,203.7,YES
262,2023-06-05 09:17,TQQQ,TRADE,,"$100,000",,35.5,36.9,35.0,YES
263,2023-06-05 09:17,SPY,TRADE,,"$100,000",,426.6,428.4,424.7,YES
264,2023-06-05 09:17,LABU,TRADE,,"$100,000",,6.4,6.8,6.1,YES
265,2023-06-05 09:17,SOXL,TRADE,,"$100,000",,20.8,22.0,20.0,YES
266,2023-06-05 09:17,TSLA,TRADE,,"$100,000",,212.2,216.0,209.0,YES
267,2023-06-06 09:20,QQQ,TRADE,,"$100,000",,352.0,354.8,351.5,YES
268,2023-06-06 09:20,TQQQ,TRADE,,"$100,000",,36.2,36.8,35.8,YES
269,2023-06-06 09:20,SPY,TRADE,,"$100,000",,424.4,427.8,423.0,YES
270,2023-06-06 09:20,SOXL,TRADE,,"$100,000",,20.5,21.1,19.8,YES
271,2023-06-06 09:20,LABU,TRADE,,"$100,000",,6.6,6.86,6.5,YES
272,2023-06-07 09:21,TQQQ,TRADE,,"$100,000",,36.2,37.0,35.8,YES
273,2023-06-07 09:21,SPY,TRADE,,"$100,000",,426.7,429.0,426.0,YES
274,2023-06-07 09:21,SOXL,TRADE,,"$100,000",,21.1,22.3,20.8,YES
275,2023-06-07 09:21,LABU,TRADE,,"$100,000",,6.9,7.2,6.8,YES
276,2023-06-08 09:10,TQQQ,TRADE,,"$100,000",,35.0,36.0,34.5,YES
277,2023-06-08 09:10,SPY,TRADE,,"$100,000",,426.3,428.0,425.5,YES
278,2023-06-08 09:10,SOXL,TRADE,,"$100,000",,21.1,21.8,20.8,YES
279,2023-06-08 09:10,LABU,TRADE,,"$100,000",,7.0,7.25,6.9,YES
280,2023-06-09 09:20,QQQ,TRADE,,"$100,000",,353.6,355.5,352.0,YES
281,2023-06-09 09:20,TQQQ,TRADE,,"$100,000",,36.3,37.0,36.0,YES
282,2023-06-09 09:20,SPY,TRADE,,"$100,000",,428.2,429.7,426.0,YES
283,2023-06-09 09:20,TNA,TRADE,,"$100,000",,35.2,36.2,34.5,YES
284,2023-06-09 09:20,SOXL,TRADE,,"$100,000",,21.9,23.1,21.4,YES
285,2023-06-09 09:20,LABU,TRADE,,"$100,000",,6.93,7.27,6.7,YES
286,2023-06-12 09:19,QQQ,TRADE,,"$100,000",,353.2,357.0,351.7,YES
287,2023-06-12 09:19,TQQQ,TRADE,,"$100,000",,36.6,37.5,35.7,YES
288,2023-06-12 09:19,SOXL,TRADE,,"$100,000",,22.6,23.5,22.0,YES
289,2023-06-12 09:19,LABU,TRADE,,"$100,000",,7.0,7.3,6.9,YES
290,2023-06-13 09:17,QQQ,TRADE,,"$100,000",,357.0,365.0,354.7,YES
291,2023-06-13 09:17,TQQQ,TRADE,,"$100,000",,37.6,40.0,37.1,YES
292,2023-06-13 09:17,SPY,TRADE,,"$100,000",,432.0,436.6,430.8,YES
293,2023-06-13 09:17,SOXL,TRADE,,"$100,000",,24.6,26.5,24.0,YES
294,2023-06-14 09:24,QQQ,TRADE,,"$100,000",,360.6,364.0,358.0,YES
295,2023-06-14 09:24,TQQQ,TRADE,,"$100,000",,38.5,39.4,38.0,YES
296,2023-06-14 09:24,SPY,TRADE,,"$100,000",,435.3,437.0,434.4,YES
297,2023-06-14 09:24,SOXL,TRADE,,"$100,000",,24.5,25.5,24.0,YES
298,2023-06-14 09:24,LABU,TRADE,,"$100,000",,7.3,7.67,7.0,YES
299,2023-06-15 09:06,QQQ,TRADE,,"$100,000",,363.0,364.2,360.5,YES
